Ort,PLZ,Gemeindename,Kantonskürzel,Einwohner,YB (absolut),YB (relativ),SCB (absolut),SCB (relativ)
Boll,3067,Vechigen,BE,3319,49,14.76348298,57,17.17384754
Bolligen,3065,Bolligen,BE,6078,92,15.13655808,1,0.1645278052
Bollingen,8715,Rapperswil-Jona,SG,142,0,0,0,0
Bollion,1470,Lully (FR),FR,5689,0,0,0,0
Bollodingen,3366,Bettenhausen,BE,471,5,10.61571125,2,4.246284501
Boltigen,3766,Boltigen,BE,1313,3,2.284843869,8,6.092916984
Bombinasco,6981,Curio,TI,347,0,0,0,0
Bonaduz,7402,Bonaduz,GR,3036,0,0,1,0.3293807642
Bonau,8554,Wigoltingen,TG,108,0,0,0,0
Boncourt,2926,Boncourt,JU,1253,0,0,0,0
Bonfol,2944,Bonfol,JU,675,0,0,0,0
Bönigen b. Interlaken,3806,Bönigen,BE,2520,6,2.380952381,7,2.777777778
Boningen,4618,Boningen,SO,729,0,0,2,2.743484225
Boniswil,5706,Boniswil,AG,1409,0,0,2,1.419446416
Bonnefontaine,1724,Le Mouret,FR,1379,0,0,1,0.7251631617
Bonstetten,8906,Bonstetten,ZH,5260,0,0,0,0
Bonvillars,1427,Bonvillars,VD,515,0,0,0,0
Boppelsen,8113,Boppelsen,ZH,1311,0,0,0,0
Borex,1277,Borex,VD,891,0,0,0,0
Borgnone,6658,Centovalli,TI,48,0,0,0,0
Borgonovo,7604,Bregaglia,GR,112,0,0,0,0
Bosco Luganese,6935,Bioggio,TI,566,0,0,0,0
Bosco/Gurin,6685,Bosco/Gurin,TI,56,0,0,0,0
Bösingen,3178,Bösingen,FR,3309,25,7.555152614,27,8.159564823
Bossonnens,1615,Bossonnens,FR,1429,0,0,0,0
Boswil,5623,Boswil,AG,2603,0,0,5,1.920860546
Bottens,1041,Bottens,VD,302,0,0,0,0
Bottenwil,4814,Bottenwil,AG,787,0,0,1,1.27064803
Botterens,1652,Botterens,FR,418,0,0,0,0
Bottighofen,8598,Bottighofen,TG,2124,0,0,0,0
Bottmingen,4103,Bottmingen,BL,6314,0,0,0,0
Böttstein,5315,Böttstein,AG,373,0,0,0,0
Botyre (Ayent),1966,Ayent,VS,301,0,0,1,3.322259136
Boudevilliers,2043,Val-de-Ruz,NE,747,0,0,0,0
Boudry,2017,Boudry,NE,4560,0,0,3,0.6578947368
Bougy-Villars,1172,Bougy-Villars,VD,423,0,0,0,0
Boulens,1063,Boulens,VD,417,0,0,0,0
Bouloz,1699,Le Flon,FR,538,0,0,0,0
Bourg-St-Pierre,1946,Bourg-Saint-Pierre,VS,194,0,0,0,0
Bourguillon,1722,Fribourg,FR,741,2,2.699055331,0,0
Bournens,1035,Bournens,VD,334,0,0,0,0
Bourrignon,2803,Bourrignon,JU,269,0,0,0,0
Boussens,1034,Boussens,VD,915,0,0,0,0
Bouveret,1897,Port-Valais,VS,2862,0,0,0,0
Boveresse,2113,Val-de-Travers,NE,367,0,0,0,0
Bovernier,1932,Bovernier,VS,312,0,0,0,0
Bowil,3533,Bowil,BE,1357,3,2.210759027,2,1.473839352
Bözberg,5225,Bözberg,AG,1539,0,0,0,0
Bözen,5076,Bözen,AG,746,0,0,0,0
Braggio,6544,Calanca,GR,60,0,0,0,0
Brail,7527,Zernez,GR,133,0,0,0,0
Bramboden,6167,Romoos,LU,71,0,0,0,0
Bramois,1967,Sion,VS,3511,0,0,0,0
Bratsch,3957,Gampel-Bratsch,VS,200,0,0,0,0
Braunau,9502,Braunau,TG,726,0,0,0,0
Braunwald,8784,Glarus Süd,GL,374,0,0,0,0
Brè sopra Lugano,6979,Lugano,TI,254,0,0,0,0
Breganzona,6932,Lugano,TI,3689,0,0,0,0
Breil/Brigels,7165,Breil/Brigels,GR,766,0,0,0,0
Breitenbach,4226,Breitenbach,SO,3635,0,0,0,0
Bremblens,1121,Bremblens,VD,486,0,0,0,0
Bremgarten AG,5620,Bremgarten (AG),AG,6540,1,0.1529051988,2,0.3058103976
Bremgarten b. Bern,3047,Bremgarten bei Bern,BE,4329,78,18.01801802,25,5.775005775
Brenles,1683,Brenles,VD,145,0,0,1,6.896551724
Breno,6937,Alto Malcantone,TI,395,0,0,0,0
Brent,1817,Montreux,VD,752,0,0,0,0
Brenzikofen,3671,Brenzikofen,BE,520,8,15.38461538,13,25
Bressaucourt,2904,Fontenais,JU,377,0,0,0,0
Bretigny-sur-Morrens,1053,Bretigny-sur-Morrens,VD,2703,0,0,0,0
Bretonnières,1329,Bretonnières,VD,233,0,0,0,0
Bretzwil,4207,Bretzwil,BL,759,0,0,0,0
Brienz BE,3855,Brienz (BE),BE,2924,4,1.367989056,5,1.70998632
Brienz/Brinzauls GR,7084,Albula/Alvra,GR,133,0,0,0,0
Brienzwiler,3856,Brienzwiler,BE,481,0,0,0,0
Brig,3900,Brig-Glis,VS,4290,1,0.2331002331,1,0.2331002331
Brigerbad,3900,Brig-Glis,VS,4290,1,0.2331002331,1,0.2331002331
Brignon (Nendaz),1996,Nendaz,VS,1156,0,0,0,0
Brione (Verzasca),6634,Brione (Verzasca),TI,193,0,0,0,0
Brione sopra Minusio,6645,Brione sopra Minusio,TI,527,0,0,0,0
Brislach,4225,Brislach,BL,1610,0,0,2,1.242236025
Brissago,6614,Brissago,TI,1802,1,0.5549389567,0,0
Bristen,6475,Silenen,UR,494,0,0,0,0
Brittern,4588,Buchegg,SO,212,3,14.1509434,4,18.86792453
Brittnau,4805,Brittnau,AG,3773,0,0,7,1.85528757
Broc,1636,Broc,FR,2500,0,0,0,0
Broglio,6693,Lavizzara,TI,37,0,0,0,0
Bronschhofen,9552,Wil (SG),SG,3741,0,0,0,0
Brontallo,6692,Lavizzara,TI,117,0,0,0,0
Brot-Dessous,2149,Rochefort,NE,52,0,0,0,0
Brot-Plamboz,2318,Brot-Plamboz,NE,247,0,0,0,0
Bruderholz,4101,Binningen,BL,46,0,0,0,0
Brugg AG,5200,Brugg,AG,9703,0,0,5,0.515304545
Brügg BE,2555,Brügg,BE,4251,2,0.4704775347,6,1.411432604
Brügglen,4582,Buchegg,SO,223,0,0,2,8.968609865
Brülisau,9058,Rüte,AI,825,0,0,0,0
Brunegg,5505,Brunegg,AG,687,0,0,0,0
Brünig,3860,Meiringen,BE,4333,6,1.384721902,21,4.846526656
Brünisried,1719,Brünisried,FR,651,6,9.216589862,1,1.53609831
Brunnadern,9125,Neckertal,SG,1144,0,0,0,0
Brunnen,6440,Ingenbohl,SZ,8640,3,0.3472222222,0,0
Brunnenthal,3307,Messen,SO,189,5,26.45502646,10,52.91005291
Brusino Arsizio,6827,Brusino Arsizio,TI,470,0,0,0,0
Brusio,7743,Brusio,GR,451,0,0,0,0
Bruson,1934,Bagnes,VS,2177,0,0,0,0
Brüttelen,3237,Brüttelen,BE,581,1,1.721170396,6,10.32702238
Brütten,8311,Brütten,ZH,2009,0,0,0,0
Brüttisellen,8306,Wangen-Brüttisellen,ZH,4666,6,1.285897985,1,0.2143163309
Bruzella,6837,Breggia,TI,430,0,0,0,0
Bubendorf,4416,Bubendorf,BL,4414,0,0,0,0
Bubikon,8608,Bubikon,ZH,3558,0,0,0,0
Buch am Irchel,8414,Buch am Irchel,ZH,921,0,0,0,0
Buch b. Frauenfeld,8524,Uesslingen-Buch,TG,766,0,0,0,0
Buch b. Kümmertshausen,8586,Birwinken,TG,1703,0,0,0,0
Buch b. Märwil,9562,Affeltrangen,TG,1130,0,0,0,0
Buch SH,8263,Buch (SH),SH,313,0,0,0,0
Buchackern,8586,Erlen,TG,1703,0,0,0,0
Buchberg,8454,Buchberg,SH,847,0,0,0,0
Buchen BE,3623,Horrenbach-Buchen,BE,163,0,0,0,0
Buchen im Prättigau,7223,Luzein,GR,209,0,0,0,0
Buchillon,1164,Buchillon,VD,642,0,0,0,0
Buchrain,6033,Buchrain,LU,5642,0,0,0,0
Buchs AG,5033,Buchs (AG),AG,7407,0,0,3,0.4050222762
Buchs LU,6211,Dagmersellen,LU,391,0,0,0,0
Buchs SG,9470,Buchs (SG),SG,11938,0,0,1,0.08376612498
Buchs ZH,8107,Buchs (ZH),ZH,6201,0,0,1,0.1612643122
Büchslen,3215,Murten,FR,287,6,20.90592334,5,17.42160279
Buckten,4446,Buckten,BL,692,0,0,0,0
Büetigen,3263,Büetigen,BE,775,5,6.451612903,3,3.870967742
Bühl b. Aarberg,3274,Bühl,BE,258,1,3.875968992,2,7.751937984
Bühler,9055,Bühler,AR,1702,0,0,0,0
Buhwil,9215,Kradolf-Schönenberg,TG,1222,0,0,0,0
Buix,2925,Basse-Allaine,JU,435,0,0,0,0
Bülach,8180,Bülach,ZH,18408,2,0.1086484137,3,0.1629726206
Bulle,1630,Bulle,FR,16333,2,0.1224514786,2,0.1224514786
Bullet,1453,Bullet,VD,469,0,0,0,0
Bünzen,5624,Bünzen,AG,912,1,1.096491228,2,2.192982456
Buochs,6374,Buochs,NW,5314,0,0,3,0.564546481
Buonas,6343,Risch,ZG,8248,0,0,0,0
Bürchen,3935,Bürchen,VS,725,0,0,0,0
Bure,2915,Bure,JU,671,0,0,0,0
Büren an der Aare,3294,Büren an der Aare,BE,3444,17,4.93612079,19,5.516840883
Büren NW,6382,Oberdorf (NW),NW,1000,0,0,0,0
Büren SO,4413,Büren (SO),SO,935,0,0,0,0
Büren zum Hof,3313,Fraubrunnen,BE,466,13,27.89699571,5,10.72961373
Burg AG,5736,Burg (AG),AG,965,0,0,0,0
Burg im Leimental,4117,Burg im Leimental,BL,252,0,0,0,0
Burgäschi,4556,Aeschi (SO),SO,977,2,2.047082907,5,5.117707267
Burgdorf,3400,Burgdorf,BE,15907,120,7.54384862,64,4.023385931
Bürgenstock,6363,Ennetbürgen,NW,306,0,0,0,0
Burgistein,3664,Burgistein,BE,1019,5,4.906771344,10,9.813542689
Burglauenen,3816,Grindelwald,BE,235,0,0,2,8.510638298
Bürglen OW,6078,Lungern,OW,1881,1,0.5316321106,0,0
Bürglen TG,8575,Bürglen (TG),TG,2523,0,0,0,0
Bürglen UR,6463,Bürglen (UR),UR,3954,0,0,0,0
Büriswilen,9442,Oberegg,AI,3798,0,0,0,0
Büron,6233,Büron,LU,2280,0,0,0,0
Bursinel,1195,Bursinel,VD,570,0,0,0,0
Bursins,1183,Bursins,VD,785,0,0,0,0
Burtigny,1268,Burtigny,VD,1657,0,0,0,0
Buseno,6542,Buseno,GR,92,0,0,0,0
Büsserach,4227,Büsserach,SO,2084,0,0,1,0.4798464491
Bussigny,1030,Bussigny,VD,8167,0,0,0,0
Bussigny-sur-Oron,1608,Oron,VD,342,0,0,0,0
Bussnang,9565,Bussnang,TG,447,0,0,0,0
Busswil b. Melchnau,4917,Busswil bei Melchnau,BE,1525,0,0,2,1.31147541
Busswil BE,3292,Lyss,BE,2053,6,2.922552362,31,15.09985387
Busswil TG,8371,Sirnach,TG,847,0,0,0,0
Bussy FR,1541,Bussy (FR),FR,406,0,0,0,0
Bussy-Chardonney,1136,Bussy-Chardonney,VD,382,0,0,0,0
Bussy-sur-Moudon,1514,Bussy-sur-Moudon,VD,185,0,0,1,5.405405405
Bütschwil,9606,Bütschwil-Ganterschwil,SG,2668,0,0,0,0
Büttenhardt,8236,Büttenhardt,SH,359,0,0,0,0
Buttes,2115,Val-de-Travers,NE,510,0,0,0,0
Büttikon AG,5619,Büttikon,AG,959,0,0,2,2.085505735
Buttikon SZ,8863,Schübelbach,SZ,1667,0,0,0,0
Buttisholz,6018,Buttisholz,LU,3307,0,0,3,0.9071666163
Buttwil,5632,Buttwil,AG,1159,0,0,0,0
Bützberg,4922,Thunstetten,BE,1963,5,2.547121752,12,6.113092206
Buus,4463,Buus,BL,980,0,0,1,1.020408163
Cabbio,6838,Breggia,TI,231,0,0,0,0
Cademario,6936,Cademario,TI,747,0,0,0,0
Cadempino,6814,Cadempino,TI,1781,0,0,0,0
Cadenazzo,6593,Cadenazzo,TI,2203,0,0,0,0
Cadro,6965,Lugano,TI,1460,0,0,0,0
Cagiallo,6955,Capriasca,TI,437,0,0,0,0
Cagiallo,6955,Capriasca,TI,437,0,0,0,0
Cagiallo,6955,Capriasca,TI,437,0,0,0,0
Calfreisen,7027,Arosa,GR,139,0,0,0,0
Calonico,6746,Faido,TI,345,0,0,0,0
Calpiogna,6760,Faido,TI,1023,0,0,0,0
Cama,6557,Cama,GR,562,0,0,0,0
Camedo,6659,Centovalli,TI,106,0,0,0,0
Camignolo,6803,Monteceneri,TI,701,0,0,0,0
Camischolas,7187,Tujetsch,GR,211,0,0,0,0
Camorino,6528,Camorino,TI,2749,0,0,0,0
Campascio,7748,Brusio,GR,316,0,0,0,0
Campello,6760,Faido,TI,1023,0,0,0,0
Camperio,6718,Blenio,TI,392,0,0,0,0
Campo (Blenio),6720,Blenio,TI,120,0,0,0,0
Campo (Vallemaggia),6684,Campo (Vallemaggia),TI,26,0,0,0,0
Campocologno,7744,Brusio,GR,265,0,0,0,0
Campora,6875,Castel San Pietro,TI,81,0,0,0,0
Campsut-Cröt,7446,Avers,GR,13,0,0,0,0
Camuns,7113,Lumnezia,GR,32,0,0,0,0
Caneggio,6837,Breggia,TI,430,0,0,0,0
Canobbio,6952,Canobbio,TI,2065,0,0,0,0
Capolago,6825,Mendrisio,TI,771,0,0,0,0
Capolago,6825,Rovio,TI,771,0,0,0,0
Carabbia,6913,Lugano,TI,328,0,0,0,0
Carabietta,6919,Collina d'Oro,TI,139,0,0,0,0
Carena,6584,Sant'Antonio,TI,52,0,0,0,0
Carì,6760,Faido,TI,1023,0,0,0,0
Carona,6914,Lugano,TI,548,0,0,0,0
Carouge GE,1227,Carouge (GE),GE,13610,0,0,2,0.1469507715
Carrera,7122,Safiental,GR,307,0,0,0,0
Carrouge VD,1084,Carrouge (VD),VD,1093,0,0,0,0
Cartigny,1236,Cartigny,GE,861,0,0,0,0
Casaccia,7602,Bregaglia,GR,151,0,0,0,0
Casima,6875,Castel San Pietro,TI,81,0,0,0,0
Caslano,6987,Caslano,TI,4256,0,0,0,0
Cassina d'Agno,6990,Agno,TI,388,0,0,0,0
Castagnola,6976,Lugano,TI,659,0,0,0,0
Castaneda,6540,Castaneda,GR,240,0,0,0,0
Castasegna,7608,Bregaglia,GR,169,0,0,0,0
Castel San Pietro,6874,Castel San Pietro,TI,1478,0,0,0,0
Castelrotto,6980,Croglio,TI,337,0,0,0,0
Castiel,7027,Arosa,GR,139,0,0,0,0
Castione,6532,Arbedo-Castione,TI,1356,0,0,0,0
Castrisch,7126,Ilanz/Glion,GR,443,0,0,0,0
Castro,6723,Acquarossa,TI,81,0,0,0,0
Cauco,6546,Calanca,GR,46,0,0,0,0
Caux,1824,Montreux,VD,161,0,0,0,0
Cavagnago,6749,Faido,TI,78,0,0,0,0
Cavardiras,7182,Disentis/Mustér,GR,29,0,0,0,0
Cavergno,6690,Cevio,TI,484,0,0,0,0
Caviano,6578,Gambarogno,TI,206,0,0,0,0
Cavigliano,6654,Terre di Pedemonte,TI,583,0,0,0,0
Cazis,7408,Cazis,GR,1043,0,0,0,0
Celerina/Schlarigna,7505,Celerina/Schlarigna,GR,1488,0,0,0,0
Céligny,1298,Céligny,GE,657,0,0,0,0
Céligny,1298,Céligny,GE,657,0,0,0,0
Cerentino,6683,Cerentino,TI,61,0,0,0,0
Cerniat FR,1654,Val-de-Charmey,FR,352,0,0,0,0
Cerniaz VD,1682,Valbroye,VD,150,0,0,0,0
Cernier,2053,Val-de-Ruz,NE,2422,0,0,1,0.4128819158
Certara,6959,Lugano,TI,37,0,0,0,0
Cevio,6675,Cevio,TI,593,0,0,0,0
Châbles FR,1474,Châbles,FR,718,0,0,0,0
Chabrey,1589,Vully-les-Lacs,VD,305,0,0,0,0
Chailly-Montreux,1816,Montreux,VD,809,0,0,0,0
Chalais,3966,Chalais,VS,1254,0,0,0,0
Cham,6330,Cham,ZG,13112,0,0,1,0.07626601586
Chambésy,1292,Pregny-Chambésy,GE,3563,0,0,0,0
Chamblon,1436,Chamblon,VD,460,0,0,0,0
Chambrelien,2019,Rochefort,NE,476,0,0,0,0
Chamby,1832,Montreux,VD,386,0,0,0,0
Chamoille (Sembrancher),1933,Sembrancher,VS,766,0,0,0,0
Chamoson,1955,Chamoson,VS,1986,0,0,0,0
Champ-du-Moulin,2149,Rochefort,NE,52,0,0,0,0
Champagne,1424,Champagne,VD,1001,0,0,1,0.999000999
Champéry,1874,Champéry,VS,1256,0,0,0,0
Champex-Lac,1938,Orsières,VS,296,0,0,0,0
Champfèr,7512,Silvaplana,GR,487,0,0,0,0
Champlan (Grimisuat),1971,Grimisuat,VS,2242,0,0,0,0
Champoussin,1873,Val-d'Illiez,VS,1508,0,0,0,0
Champoz,2735,Champoz,BE,1702,1,0.5875440658,4,2.350176263
Champsec,1947,Bagnes,VS,906,0,0,0,0
Champtauroz,1537,Champtauroz,VD,137,0,0,0,0
Champvent,1443,Champvent,VD,356,0,0,0,0
Champzabé,3976,Chermignon,VS,878,0,0,0,0
Chancy,1284,Chancy,GE,1373,0,0,0,0
Chandolin,3961,Anniviers,VS,457,0,0,0,0
Chandolin (Savièse),1965,Savièse,VS,568,0,0,0,0
Chandon,1773,Belmont-Broye,FR,577,1,1.733102253,0,0
Chandonne (Liddes),1945,Liddes,VS,669,0,0,0,0
Chanéaz,1409,Montanaire,VD,97,0,0,0,0
Chapelle (Broye),1534,Cheiry,FR,189,0,0,0,0
Chapelle (Glâne),1608,Chapelle (Glâne),FR,342,0,0,0,0
Chapelle-sur-Moudon,1063,Montanaire,VD,417,0,0,0,0
Chardonne,1803,Chardonne,VD,1818,0,0,0,0
Charmey (Gruyère),1637,Val-de-Charmey,FR,2002,0,0,0,0
Charmoille,2947,La Baroche,JU,338,0,0,0,0
Charrat,1906,Charrat,VS,1552,0,0,0,0
Château-d'Oex,1660,Château-d'Oex,VD,2663,0,0,3,1.126549005
Châtel-St-Denis,1618,Châtel-Saint-Denis,FR,4725,0,0,0,0
Châtel-sur-Montsalvens,1653,Châtel-sur-Montsalvens,FR,305,0,0,0,0
Châtelaine,1219,Vernier,GE,7386,0,0,0,0
Châtelat,2715,Petit-Val,BE,46,0,0,1,21.73913043
Châtillens,1610,Oron,VD,1748,0,0,0,0
Châtillon FR,1473,Châtillon (FR),FR,405,0,0,0,0
Châtillon JU,2843,Châtillon (JU),JU,453,0,0,0,0
Châtonnaye,1553,Châtonnaye,FR,738,0,0,0,0
Chaumont,2067,Neuchâtel,NE,562,0,0,0,0
Chavannes-de-Bogis,1279,Chavannes-de-Bogis,VD,1210,0,0,0,0
Chavannes-des-Bois,1290,Chavannes-des-Bois,VD,13021,0,0,0,0
Chavannes-le-Chêne,1464,Chavannes-le-Chêne,VD,275,0,0,0,0
Chavannes-le-Veyron,1148,Chavannes-le-Veyron,VD,722,0,0,0,0
Chavannes-les-Forts,1676,Siviriez,FR,433,0,0,0,0
Chavannes-près-Renens,1022,Chavannes-près-Renens,VD,7193,0,0,0,0
Chavannes-sous-Orsonnens,1694,Villorsonnens,FR,292,1,3.424657534,0,0
Chavannes-sur-Moudon,1512,Chavannes-sur-Moudon,VD,238,0,0,0,0
Chavornay,1373,Chavornay,VD,3967,0,0,1,0.2520796572
Cheiry,1529,Cheiry,FR,335,0,0,0,0
Chemin,1927,Vollèges,VS,356,0,0,0,0
Chenaux,1091,Bourg-en-Lavaux,VD,2195,0,0,0,0
Chêne-Bougeries,1224,Chêne-Bougeries,GE,8286,0,0,0,0
Chêne-Bougeries,1224,Thônex,GE,8286,0,0,0,0
Chêne-Bourg,1225,Chêne-Bourg,GE,8080,0,0,0,0
Chêne-Pâquier,1464,Chêne-Pâquier,VD,275,0,0,0,0
Chénens,1744,Chénens,FR,705,0,0,0,0
Chermignon,3971,Chermignon,VS,1333,0,0,0,0
Chermignon-d'en-Bas,3971,Chermignon,VS,1333,0,0,0,0
Chernex,1822,Montreux,VD,1641,0,0,0,0
Chesalles-sur-Moudon,1683,Chesalles-sur-Moudon,VD,145,0,0,1,6.896551724
Chesalles-sur-Oron,1608,Oron,VD,342,0,0,0,0
Cheseaux-Noréaz,1400,Cheseaux-Noréaz,VD,28745,0,0,2,0.06957731779
Cheseaux-sur-Lausanne,1033,Cheseaux-sur-Lausanne,VD,4035,0,0,0,0
Chéserex,1275,Chéserex,VD,1227,0,0,0,0
Chesières,1885,Ollon,VD,1058,0,0,0,0
Chésopelloz,1720,Chésopelloz,FR,2180,0,0,0,0
Chessel,1846,Chessel,VD,351,0,0,0,0
Chevenez,2906,Haute-Ajoie,JU,679,0,0,0,0
Chevilly,1316,Chevilly,VD,248,0,0,0,0
Chevroux,1545,Chevroux,VD,406,0,0,0,0
Chexbres,1071,Chexbres,VD,2101,0,0,0,0
Cheyres,1468,Cheyres,FR,1338,0,0,1,0.7473841555
Chez Petit (Liddes),1945,Liddes,VS,669,0,0,0,0
Chez-le-Bart,2025,Gorgier,NE,884,0,0,0,0
Chézard-St-Martin,2054,Val-de-Ruz,NE,1866,0,0,0,0
Chiasso,6830,Chiasso,TI,7233,0,0,0,0
Chiggiogna,6764,Faido,TI,235,0,0,0,0
Chiggiogna,6764,Faido,TI,235,0,0,0,0
Chigny,1134,Chigny,VD,825,0,0,1,1.212121212
Chippis,3965,Chippis,VS,1660,1,0.6024096386,0,0
Chironico,6747,Faido,TI,395,0,0,0,0
Choëx,1871,Monthey,VS,2187,0,0,2,0.9144947417
Choulex,1244,Choulex,GE,1056,0,0,0,0
Chur,7000,Chur,GR,34350,0,0,0,0
Churwalden,7075,Churwalden,GR,891,0,0,0,0
Cimadera,6959,Lugano,TI,37,0,0,0,0
Cimalmotto,6684,Campo (Vallemaggia),TI,26,0,0,0,0
Cimo,6992,Bioggio,TI,586,0,0,0,0
Cinuos-chel,7526,S-chanf,GR,201,0,0,0,0
Clarens,1815,Montreux,VD,6544,0,0,1,0.1528117359
Clarmont,1127,Clarmont,VD,149,0,0,0,0
Claro,6702,Claro,TI,2753,0,0,0,0
Clavaleyres,1595,Clavaleyres,BE,795,0,0,1,1.257861635
Clèbes (Nendaz),1993,Nendaz,VS,595,0,0,0,0
Clugin,7442,Andeer,GR,47,0,0,0,0
Coeuve,2932,Coeuve,JU,700,0,0,0,0
Coffrane,2207,Val-de-Ruz,NE,707,0,0,0,0
Coglio,6678,Maggia,TI,302,0,0,0,0
Coinsins,1267,Coinsins,VD,759,0,0,0,0
Cointrin,1216,Meyrin,GE,2140,0,0,0,0
Coldrerio,6877,Coldrerio,TI,2750,0,0,0,0
Colla,6951,Lugano,TI,90,0,0,0,0
Collex,1239,Collex-Bossy,GE,1653,0,0,0,0
Collombey,1868,Collombey-Muraz,VS,4631,0,0,1,0.2159360829
Collonge-Bellerive,1245,Collonge-Bellerive,GE,2603,0,0,0,0
Collonges,1903,Collonges,VS,674,0,0,1,1.483679525
Cologny,1223,Cologny,GE,4981,0,0,0,0
Colombier NE,2013,Milvignes,NE,5547,0,0,2,0.3605552551
Colombier VD,1114,Echichens,VD,540,0,0,0,0
Comano,6949,Comano,TI,2061,0,0,0,0
Combremont-le-Grand,1535,Valbroye,VD,310,0,0,0,0
Combremont-le-Petit,1536,Valbroye,VD,370,0,0,0,0
Commugny,1291,Commugny,VD,2784,0,0,0,0
Comologno,6663,Onsernone,TI,73,0,0,0,0
Conches,1231,Chêne-Bougeries,GE,2273,0,0,0,0
Concise,1426,Concise,VD,947,0,0,0,0
Condémines (Nendaz),1996,Nendaz,VS,1156,0,0,0,0
Confignon,1232,Confignon,GE,4373,0,0,0,0
Constantine,1587,Vully-les-Lacs,VD,189,0,0,0,0
Conters im Prättigau,7241,Conters im Prättigau,GR,223,0,0,0,0
Conthey,1964,Conthey,VS,5431,0,0,0,0
Contone,6594,Gambarogno,TI,786,0,0,0,0
Contra,6646,Tenero-Contra,TI,401,0,0,0,0
Coppet,1296,Coppet,VD,3081,0,0,0,0
Corban,2826,Corban,JU,462,0,0,0,0
Corbeyrier,1856,Corbeyrier,VD,408,0,0,0,0
Corbières,1647,Corbières,FR,510,0,0,0,0
Corcelles BE,2747,Corcelles (BE),BE,212,0,0,0,0
Corcelles NE,2035,Corcelles-Cormondrèche,NE,2814,0,0,0,0
Corcelles-le-Jorat,1082,Corcelles-le-Jorat,VD,440,0,0,0,0
Corcelles-près-Concise,1426,Corcelles-près-Concise,VD,947,0,0,0,0
Corcelles-près-Payerne,1562,Corcelles-près-Payerne,VD,2051,0,0,8,3.900536324
Corcelles-sur-Chavornay,1374,Corcelles-sur-Chavornay,VD,340,0,0,0,0
Cordast,1792,Gurmels,FR,879,5,5.688282139,1,1.137656428
Corgémont,2606,Corgémont,BE,1621,0,0,1,0.6169031462
Corin-de-la-Crête,3960,Montana,VS,13306,0,0,1,0.07515406583
Corippo,6631,Corippo,TI,12,0,0,0,0
Corjolens,1754,Avry,FR,319,0,0,1,3.134796238
Cormagens,1782,La Sonnaz,FR,2992,0,0,0,0
Cormérod,1721,Misery-Courtion,FR,582,0,0,0,0
Corminboeuf,1720,Corminboeuf,FR,2180,0,0,0,0
Cormondrèche,2036,Corcelles-Cormondrèche,NE,1867,0,0,0,0
Cormoret,2612,Cormoret,BE,435,0,0,0,0
Cornaux NE,2087,Cornaux,NE,1585,0,0,2,1.261829653
Cornol,2952,Cornol,JU,965,0,0,0,0
Corpataux-Magnedens,1727,Gibloux,FR,1066,1,0.9380863039,0,0
Correvon,1410,Montanaire,VD,771,0,0,0,0
Corseaux,1802,Corseaux,VD,2132,0,0,0,0
Corserey,1747,Corserey,FR,390,1,2.564102564,0,0
Corsier GE,1246,Corsier (GE),GE,1981,0,0,0,0
Corsier-sur-Vevey,1804,Corsier-sur-Vevey,VD,2384,0,0,0,0
Cortaillod,2016,Cortaillod,NE,4702,0,0,1,0.2126754573
Cortébert,2607,Cortébert,BE,714,0,0,1,1.400560224
Corteglia,6873,Castel San Pietro,TI,302,0,0,0,0
Corticiasca,6958,Capriasca,TI,693,0,0,0,0
Corticiasca,6958,Capriasca,TI,693,0,0,0,0
Corzoneso,6722,Acquarossa,TI,646,0,0,0,0
Cossonay-Ville,1304,Cossonay,VD,3442,0,0,0,0
Cottens FR,1741,Cottens (FR),FR,1421,0,0,0,0
Cottens VD,1116,Cottens (VD),VD,459,0,0,0,0
Cotterd,1585,Vully-les-Lacs,VD,575,0,0,1,1.739130435
Courcelon,2823,Courroux,JU,441,0,0,0,0
Courchapoix,2825,Courchapoix,JU,411,0,0,0,0
Courchavon,2922,Courchavon,JU,296,0,0,0,0
Courfaivre,2853,Haute-Sorne,JU,1618,0,0,0,0
Courgenay,2950,Courgenay,JU,2072,0,0,0,0
Courgevaux,1796,Courgevaux,FR,1357,3,2.210759027,7,5.15843773
Courlevon,1795,Murten,FR,312,0,0,1,3.205128205
Cournillens,1721,Misery-Courtion,FR,582,0,0,0,0
Courrendlin,2830,Courrendlin,JU,2722,0,0,0,0
Courroux,2822,Courroux,JU,2708,0,0,0,0
Court,2738,Court,BE,1432,0,0,7,4.888268156
Courtaman,1791,Courtepin,FR,1546,3,1.940491591,2,1.293661061
Courtedoux,2905,Courtedoux,JU,748,0,0,0,0
Courtelary,2608,Courtelary,BE,1233,0,0,3,2.433090024
Courtemaîche,2923,Basse-Allaine,JU,619,0,0,0,0
Courtemautruy,2950,Courgenay,JU,2072,0,0,0,0
Courtepin,1784,Courtepin,FR,2060,0,0,1,0.4854368932
Courtételle,2852,Courtételle,JU,2501,0,0,0,0
Courtion,1721,Misery-Courtion,FR,582,0,0,0,0
Cousset,1774,Montagny (FR),FR,924,0,0,0,0
Cousset,1774,Montagny (FR),FR,924,0,0,0,0
Couvet,2108,Val-de-Travers,NE,2684,0,0,4,1.490312966
Cozzo,6951,Lugano,TI,90,0,0,0,0
Crana,6611,Onsernone,TI,51,0,0,0,0
